title,author,binding,in_stock,category,product_url,price_idr,original_price_idr,discount_percent
The Smart Strategy Book: 50 Ways to Solve Tricky Business...,"Duncan, Kevin",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781917391054/the-smart-strategy-book-50-ways-to-solve-tricky-business-issues?path=1_13,235000.0,235000.0,0.0
The Babylon Blueprint: Timeless Strategies for Wealth...,"Hancock, David L.",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781636987811/the-babylon-blueprint-timeless-strategies-for-wealth-wisdom-and-well-being?path=1_13,167300.0,315000.0,47.0
The Art of War: The Definitive Interpretation of Sun...,"Tzu, Sun",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9780804854351/the-art-of-war-the-definitive-interpretation-of-sun-tzu-s-classic-book-of-strategy?path=1_13,268000.0,268000.0,0.0
"You Belong Here: The Power of Being Seen, Heard, and...","Dabbs, Kim",Paperback,0,Business & Self-Help,http://www.periplus.com/p/9781523005895/you-belong-here-the-power-of-being-seen-heard-and-valued-on-your-own-terms?path=1_13,393000.0,492000.0,20.0
The 21 Irrefutable Laws of Leadership - International...,"Maxwell, John C.",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781400237883/the-21-irrefutable-laws-of-leadership-international-edition-follow-them-and-people-will-follow-you?path=1_13,294400.0,374000.0,21.0
500 Great Ways to Save for Dummies,The Experts at Aarp,Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781394183999/500-great-ways-to-save-for-dummies?path=1_13,55300.0,315000.0,82.0
The Stoic Capitalist: Advice for the Exceptionally...,"Rosenkranz, Robert",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781399423236/the-stoic-capitalist-advice-for-the-exceptionally-ambitious?path=1_13,478000.0,478000.0,0.0
Raising Brows tpb US,"Soare, Anastasia",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9798217181377/raising-brows-tpb-us?path=1_13,188300.0,350000.0,46.0
Generative Ai: The Insights You Need from Harvard ...,"Review, Harvard Business",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781647826390/generative-ai-the-insights-you-need-from-harvard-business-review?path=1_13,428000.0,428000.0,0.0
How to Interpret Data: Using Data to Improve Your ...,"Kelly, Nicholas",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9781398619746/how-to-interpret-data-using-data-to-improve-your-influence-and-decision-making?path=1_13,275000.0,275000.0,0.0
Simple Truths of Leadership Playbook: A 52-Week Game...,"Blanchard, Ken",Hardcover,1,Business & Self-Help,http://www.periplus.com/p/9781523006113/simple-truths-of-leadership-playbook-a-52-week-game-plan-for-becoming-a-trusted-servant-leader?path=1_13,492000.0,616000.0,20.0
Essentialism: The Disciplined Pursuit of Less,"McKeown, Greg",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9780804137409/essentialism-the-disciplined-pursuit-of-less?path=1_13,250000.0,275000.0,9.0
The 5 AM Club : Own Your Morning. Elevate Your Life...,"Sharma, Robin",Paperback,1,Business & Self-Help,http://www.periplus.com/p/9780008312831/the-5-am-club-own-your-morning-elevate-your-life?path=1_13,395000.0,395000.0,0.0
Cozy Cuties: Coloring Book for Adults and Kids,Coco Wyo,Paperback,1,Children's Books,http://www.periplus.com/p/9798217116850/cozy-cuties-coloring-book-for-adults-and-kids?path=1_14,168000.0,168000.0,0.0
Disney Wings of Starlight,"Saft, Allison",Paperback,1,Children's Books,http://www.periplus.com/p/9781835871317/disney-wings-of-starlight?path=1_14,215000.0,215000.0,0.0
Count and Slide Things That Go,"Hainsby, Christie",Board Books,1,Children's Books,http://www.periplus.com/p/9781836424642/count-and-slide-things-that-go?path=1_14,218000.0,218000.0,0.0
Bluey: Little Library,Bluey,Board Books,1,Children's Books,http://www.periplus.com/p/9780241486900/bluey-little-library?path=1_14,150000.0,150000.0,0.0
Bluey: My Mum Is the Best,Bluey,Board Books,1,Children's Books,http://www.periplus.com/p/9780241550687/bluey-my-mum-is-the-best?path=1_14,175000.0,175000.0,0.0
Fake Skating,"Painter, Lynn",Paperback,1,Children's Books,http://www.periplus.com/p/9781398537866/fake-skating?path=1_14,205000.0,205000.0,0.0
"Bluey - Oooh, Shiny! A Bluey Flashlight Toy Adventure...",PI Kids,Paperback,1,Children's Books,http://www.periplus.com/p/9798384600121/bluey-oooh-shiny-a-bluey-flashlight-toy-adventure-sound-book-pi-kids?path=1_14,248000.0,248000.0,0.0
Pop-Up Peekaboo! Frozen,DK,Board Books,1,Children's Books,http://www.periplus.com/p/9780241720448/pop-up-peekaboo-frozen?path=1_14,235000.0,235000.0,0.0
Unicornia: Learning to Fly,"Punset, Ana",Paperback,1,Children's Books,http://www.periplus.com/p/9781529519860/unicornia-learning-to-fly?path=1_14,158000.0,158000.0,0.0
Magnetic Play and Learn Animals,"Lambert, Nat",Hardcover,1,Children's Books,http://www.periplus.com/p/9781784456207/magnetic-play-and-learn-animals?path=1_14,175000.0,175000.0,0.0
Disney Frozen 2 My Busy Books,by Phidal Publishing Inc. (Author),Paperback,1,Children's Books,http://www.periplus.com/p/9782764349250/disney-frozen-2-my-busy-books?path=1_14,290000.0,290000.0,0.0
Piano Book - Twinkle Twinkle,North Parade Publishing,Paperback,1,Children's Books,http://www.periplus.com/p/9781835096635/piano-book-twinkle-twinkle?path=1_14,250000.0,250000.0,0.0
How to be a Genius Kid,Waldo Pancake Ltd,Paperback,1,Children's Books,http://www.periplus.com/p/9780571380046/how-to-be-a-genius-kid?path=1_14,265000.0,265000.0,0.0
Pablo and Splash: Roman Holiday,"Dempsey, Sheena",Paperback,1,Children's Books,http://www.periplus.com/p/9781526662859/pablo-and-splash-roman-holiday?path=1_14,200000.0,200000.0,0.0
Unicornia: A Magical Birthday,"Punset, Ana",Paperback,1,Children's Books,http://www.periplus.com/p/9781529520002/unicornia-a-magical-birthday?path=1_14,158000.0,158000.0,0.0
Rasa Sayang Pocket Sound Book-ID,Unknown Author,Hardcover,1,Children's Books,http://www.periplus.com/p/9789811439506/rasa-sayang-pocket-sound-book-id?path=1_14,199000.0,199000.0,0.0
Sunrise on the Reaping,"Collins, Suzanne",Hardcover,1,Children's Books,http://www.periplus.com/p/9780702340574/sunrise-on-the-reaping?path=1_14,515000.0,515000.0,0.0
Disney Stitch Tattle Tales,by Phidal Publishing Inc. (Editor),Paperback,1,Children's Books,http://www.periplus.com/p/9782764358047/disney-stitch-tattle-tales?path=1_14,175000.0,175000.0,0.0
Marvel Spidey and his Amazing Friends,-,Hardcover,1,Children's Books,http://www.periplus.com/p/9782764357538/marvel-spidey-and-his-amazing-friends?path=1_14,275000.0,275000.0,0.0
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,1,Children's Books,http://www.periplus.com/p/9780063203938/warriors-graphic-novel-the-prophecies-begin-part-three-of-three?path=1_14,318000.0,318000.0,0.0
Key Skills for Toddlers,"Priddy, Roger",Paperback,1,Children's Books,http://www.periplus.com/p/9781916745223/key-skills-for-toddlers?path=1_14,235000.0,235000.0,0.0
Little Explorers: Science,"Ltd., Dynamo",Board Books,1,Children's Books,http://www.periplus.com/p/9781800782587/little-explorers-science?path=1_14,248000.0,248000.0,0.0
My Busy Bk: Disney Princess,Phidal Publishing Inc,Paperback,1,Children's Books,http://www.periplus.com/p/9782764371015/my-busy-bk-disney-princess?path=1_14,276000.0,276000.0,0.0
Dressing Up Princesses,"Thomson, Kate",Board Books,1,Children's Books,http://www.periplus.com/p/9781787007048/dressing-up-princesses?path=1_14,175000.0,175000.0,0.0
Ocean,Unknown Author,Paperback,1,Children's Books,http://www.periplus.com/p/9791039552158/ocean?path=1_14,445000.0,445000.0,0.0
Peekaboo House,"Reid, Camilla (Editorial Director)",Board Books,1,Children's Books,http://www.periplus.com/p/9781788005777/peekaboo-house?path=1_14,180000.0,180000.0,0.0
Piano Book - Itsy Bitsy Spider,North Parade Publishing,Paperback,1,Children's Books,http://www.periplus.com/p/9781835096666/piano-book-itsy-bitsy-spider?path=1_14,250000.0,250000.0,0.0
Unicornia: The Cupcake Contest,"Punset, Ana",Paperback,1,Children's Books,http://www.periplus.com/p/9781529520019/unicornia-the-cupcake-contest?path=1_14,158000.0,158000.0,0.0
The Wild Robot : Now a major DreamWorks animation!,"Brown, Peter",Paperback,1,Children's Books,http://www.periplus.com/p/9781800789913/the-wild-robot-now-a-major-dreamworks-animation?path=1_14,180000.0,180000.0,0.0
Never Thought I'd End Up Here,"Liang, Ann",Paperback,1,Children's Books,http://www.periplus.com/p/9780702340949/never-thought-i-d-end-up-here?path=1_14,225000.0,225000.0,0.0
Foodies,"Berg, Caro Van Den",Paperback,1,Children's Books,http://www.periplus.com/p/9781835555330/foodies?path=1_14,95000.0,95000.0,0.0
Disney Moana Tattle Tales,-,Board Books,1,Children's Books,http://www.periplus.com/p/9782764370957/disney-moana-tattle-tales?path=1_14,175000.0,175000.0,0.0
555 Sticker Fun Sharks,"Mayes, Susan",Paperback,1,Children's Books,http://www.periplus.com/p/9781835552650/555-sticker-fun-sharks?path=1_14,165000.0,165000.0,0.0
"Bluey: Oooh, Shiny! A Bluey Flashlight Book Sound ...",PI Kids,Board Books,1,Children's Books,http://www.periplus.com/p/9798384600114/bluey-oooh-shiny-a-bluey-flashlight-book-sound-book?path=1_14,325000.0,325000.0,0.0
Bunny vs Monkey: The Impossible Pig (a Phoenix Comic...,"Smart, Jamie",Paperback,1,Children's Books,http://www.periplus.com/p/9781788453127/bunny-vs-monkey-the-impossible-pig-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14,265000.0,265000.0,0.0
Disney Pixar Cars: Ka-Chow! Sound Book,PI Kids,Board Books,1,Children's Books,http://www.periplus.com/p/9798384602729/disney-pixar-cars-ka-chow-sound-book?path=1_14,258000.0,258000.0,0.0
Where's the Spy?,"Cowan, Laura",Hardcover,1,Children's Books,http://www.periplus.com/p/9781805074519/where-s-the-spy?path=1_14,180000.0,180000.0,0.0
Bluey: The Doctor,Bluey,Board Books,1,Children's Books,http://www.periplus.com/p/9780241722152/bluey-the-doctor?path=1_14,175000.0,175000.0,0.0
Peekaboo Dinosaur,"Reid, Camilla (Editorial Director)",Board Books,1,Children's Books,http://www.periplus.com/p/9781839942655/peekaboo-dinosaur?path=1_14,180000.0,180000.0,0.0
Bluey: Where’s Bluey and Bingo?,Bluey,Paperback,1,Children's Books,http://www.periplus.com/p/9780241728802/bluey-where-s-bluey-and-bingo?path=1_14,205000.0,205000.0,0.0
"Let's Go Home, Baby Shark",-,Board Books,1,Children's Books,http://www.periplus.com/p/9781839948404/let-s-go-home-baby-shark?path=1_14,180000.0,180000.0,0.0
Noisy Animal World,"Cox, Hettie (Junior Editor - Cat Bespoke",Board Books,1,Children's Books,http://www.periplus.com/p/9781838918590/noisy-animal-world?path=1_14,308000.0,308000.0,0.0
Nothing Like the Movies,"Painter, Lynn",Paperback,1,Children's Books,http://www.periplus.com/p/9781398536425/nothing-like-the-movies?path=1_14,195000.0,215000.0,9.0
Diary of a Wimpy Kid: Hot Mess (Book 19),"Kinney, Jeff",Paperback,1,Children's Books,http://www.periplus.com/p/9780241583180/diary-of-a-wimpy-kid-hot-mess-book-19?path=1_14,175000.0,175000.0,0.0
Fearless,"Roberts, Lauren",Paperback,1,Children's Books,http://www.periplus.com/p/9781398551923/fearless?path=1_14,218000.0,218000.0,0.0
Kaleidoscope Col Kawaii Kingdom,Hinkler Books,Paperback,1,Children's Books,http://www.periplus.com/p/9781488951213/kaleidoscope-col-kawaii-kingdom?path=1_14,225000.0,225000.0,0.0
Magnetic Dinosaur Island,"Graham, Oakley",Hardcover,1,Children's Books,http://www.periplus.com/p/9781787009370/magnetic-dinosaur-island?path=1_14,175000.0,175000.0,0.0
Bluey: The Sign: A Graphic Novel,Penguin Young Readers Licenses,Hardcover,1,Children's Books,http://www.periplus.com/p/9798217143351/bluey-the-sign-a-graphic-novel?path=1_14,285000.0,285000.0,0.0
Britannica All New Children’s Encyclopedia – Updated...,Britannica Group,Hardcover,1,Children's Books,http://www.periplus.com/p/9781804661499/britannica-all-new-children-s-encyclopedia-updated-edition?path=1_14,686000.0,686000.0,0.0
Wonder,"Palacio, R. J.",Paperback,1,Children's Books,http://www.periplus.com/p/9780552565974/wonder?path=1_14,155000.0,165000.0,6.0
How to Train Your Dragon,"Cowell, Cressida",Paperback,1,Children's Books,http://www.periplus.com/p/9780316587112/how-to-train-your-dragon?path=1_14,185000.0,185000.0,0.0
Pokemon: 1001 Stickers,Pokemon,Paperback,1,Children's Books,http://www.periplus.com/p/9780008552718/pokemon-1001-stickers?path=1_14,330000.0,330000.0,0.0
Dork Diaries: Drama Queen,"Russell, Rachel Renee",Paperback,1,Children's Books,http://www.periplus.com/p/9781398527638/dork-diaries-drama-queen?path=1_14,208000.0,208000.0,0.0
555 Sticker Fun - Cats & Dogs Activity Book,"Graham, Oakley",Paperback,1,Children's Books,http://www.periplus.com/p/9781801059275/555-sticker-fun-cats-and-dogs-activity-book?path=1_14,115000.0,115000.0,0.0
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,1,Children's Books,http://www.periplus.com/p/9780063203877/warriors-graphic-novel-the-prophecies-begin-part-one-of-three?path=1_14,318000.0,318000.0,0.0
Rowley Jefferson's Awesome Friendly Spooky Stories...,"Kinney, Jeff",Hardcover,1,Children's Books,http://www.periplus.com/p/9781419786020/rowley-jefferson-s-awesome-friendly-spooky-stories-deluxe-collector-s-edition-from-the-creator-of-diary-of-a-wimpy-kid?path=1_14,360000.0,360000.0,0.0
"Let's Go Home, Baby Tiger",-,Board Books,1,Children's Books,http://www.periplus.com/p/9781839947261/let-s-go-home-baby-tiger?path=1_14,168000.0,168000.0,0.0
The Wild Robot : A deluxe special edition of the beloved...,"Brown, Peter",Paperback,1,Children's Books,http://www.periplus.com/p/9781835874202/the-wild-robot-a-deluxe-special-edition-of-the-beloved-new-york-times-bestseller?path=1_14,180000.0,180000.0,0.0
Little Explorers: Let's Go! Airport,"Ltd., Dynamo",Board Books,1,Children's Books,http://www.periplus.com/p/9781800784970/little-explorers-let-s-go-airport?path=1_14,248000.0,248000.0,0.0
The Amazing Generation :,"Price, Catherine",Paperback,1,Children's Books,http://www.periplus.com/p/9780241806586/the-amazing-generation?path=1_14,245000.0,245000.0,0.0
Numberblocks Number Explorer: A Big Board Book,Sweet Cherry Publishing,Board Books,1,Children's Books,http://www.periplus.com/p/9781802632545/numberblocks-number-explorer-a-big-board-book?path=1_14,345000.0,345000.0,0.0
Cozy World Comfy Pet Cafe: Easy Colouring and Sticker...,"Ren, Kiku",Paperback,1,Children's Books,http://www.periplus.com/p/9781836161615/cozy-world-comfy-pet-cafe-easy-colouring-and-sticker-scene-for-teens-young-adults-and-adults?path=1_14,168000.0,168000.0,0.0
Spider-Man: Fake Red,"Osawa, Yusuke",Paperback,1,Children's Books,http://www.periplus.com/p/9781974738786/spider-man-fake-red?path=1_14,298000.0,298000.0,0.0
Howl's Moving Castle 40th Anniversary Deluxe Edition...,"Jones, Diana Wynne",Hardcover,1,Children's Books,http://www.periplus.com/p/9780008789473/howl-s-moving-castle-40th-anniversary-deluxe-edition?path=1_14,398000.0,398000.0,0.0
Will You Be My Friend?,"McBratney, Sam",Board Books,1,Children's Books,http://www.periplus.com/p/9781529514988/will-you-be-my-friend?path=1_14,175000.0,175000.0,0.0
Bunny vs Monkey: The Whopping World of Puzzles (a ...,"Smart, Jamie",Paperback,1,Children's Books,http://www.periplus.com/p/9781788453509/bunny-vs-monkey-the-whopping-world-of-puzzles-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14,149000.0,187000.0,20.0
From the World of Percy Jackson: The Court of the ...,"Oshiro, Mark",Paperback,1,Children's Books,http://www.periplus.com/p/9780241731413/from-the-world-of-percy-jackson-the-court-of-the-dead-the-nico-di-angelo-adventures?path=1_14,320000.0,320000.0,0.0
Hot Wheels: Sticker Book,Hot Wheels,Paperback,1,Children's Books,http://www.periplus.com/p/9780241738269/hot-wheels-sticker-book?path=1_14,195000.0,195000.0,0.0
The New Famous Five: Five and the Smuggler's Code : ...,"Smith, Chris",Paperback,1,Children's Books,http://www.periplus.com/p/9781444978759/the-new-famous-five-five-and-the-smuggler-s-code-book-2?path=1_14,198000.0,198000.0,0.0
Dork Diaries 3.5 How to Dork Your Diary,"Russell, Rachel Renee",Paperback,1,Children's Books,http://www.periplus.com/p/9781398543881/dork-diaries-3-5-how-to-dork-your-diary?path=1_14,175000.0,175000.0,0.0
Bunny vs Monkey: The Great Big Glitch (a Phoenix Comic...,"Smart, Jamie",Hardcover,1,Children's Books,http://www.periplus.com/p/9781788453080/bunny-vs-monkey-the-great-big-glitch-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14,345000.0,345000.0,0.0
Magical Unicorns Colouring,Igloo Books Ltd,Paperback,1,Children's Books,http://www.periplus.com/p/9781836500131/magical-unicorns-colouring?path=1_14,225000.0,225000.0,0.0
Fearless,"Roberts, Lauren",Hardcover,1,Children's Books,http://www.periplus.com/p/9781398531277/fearless?path=1_14,215000.0,360000.0,40.0
Get Ready for School! (Ms. Rachel/Sesame Street),MS Rachel,Board Books,1,Children's Books,http://www.periplus.com/p/9798217118045/get-ready-for-school-ms-rachel-sesame-street?path=1_14,175000.0,175000.0,0.0
Pop-Up Peekaboo! Gabby's Dollhouse,DK,Board Books,1,Children's Books,http://www.periplus.com/p/9780241766835/pop-up-peekaboo-gabby-s-dollhouse?path=1_14,220000.0,220000.0,0.0
Diary of a Wimpy Kid: Cabin Fever (Book 6),"Kinney, Jeff",Paperback,1,Children's Books,http://www.periplus.com/p/9780241688229/diary-of-a-wimpy-kid-cabin-fever-book-6?path=1_14,180000.0,180000.0,0.0
Ready Set Squish!,"Cox, Alexander",Board Books,1,Children's Books,http://www.periplus.com/p/9781805442165/ready-set-squish?path=1_14,208000.0,208000.0,0.0
Dork Diaries: Sister Showdown,"Russell, Rachel Renee",Paperback,1,Children's Books,http://www.periplus.com/p/9781398541269/dork-diaries-sister-showdown?path=1_14,178000.0,178000.0,0.0
5 Facts a Day Science,DK,Hardcover,1,Children's Books,http://www.periplus.com/p/9780241683187/5-facts-a-day-science?path=1_14,445000.0,445000.0,0.0
Noisy Farm,LITTLE TIGER PRESS,Board Books,1,Children's Books,http://www.periplus.com/p/9781848956995/noisy-farm?path=1_14,295000.0,295000.0,0.0
GOAT: The Official Novelization,-,Paperback,1,Children's Books,http://www.periplus.com/p/9780241822968/goat-the-official-novelization?path=1_14,220000.0,220000.0,0.0
How the King of Elfhame Learned to Hate Stories (The...,"Black, Holly",Paperback,1,Children's Books,http://www.periplus.com/p/9781471421006/how-the-king-of-elfhame-learned-to-hate-stories-the-folk-of-the-air-series?path=1_14,245000.0,245000.0,0.0
Children's Encyclopedia of the Solar System,"Martin, Claudia",Hardcover,1,Children's Books,http://www.periplus.com/p/9781398823303/children-s-encyclopedia-of-the-solar-system?path=1_14,250000.0,250000.0,0.0
The Hunger Games Deluxe :,"Collins, Suzanne",Paperback,1,Children's Books,http://www.periplus.com/p/9780702342387/the-hunger-games-deluxe?path=1_14,325000.0,325000.0,0.0
Nickelodeon PAW Patrol: PAWsome Vehicles Sound Book...,PI Kids,Board Books,1,Children's Books,http://www.periplus.com/p/9798384602712/nickelodeon-paw-patrol-pawsome-vehicles-sound-book?path=1_14,258000.0,258000.0,0.0
Peppa Pig: Where’s Peppa? Magical Adventures: A ...,Peppa Pig,Paperback,1,Children's Books,http://www.periplus.com/p/9780241721940/peppa-pig-where-s-peppa-magical-adventures-a-search-and-find-book?path=1_14,185000.0,185000.0,0.0
Ms Rachel: Hide and Seek with Herbie,"Aron, Mr",Board Books,1,Children's Books,http://www.periplus.com/p/9780241766897/ms-rachel-hide-and-seek-with-herbie?path=1_14,184000.0,184000.0,0.0
Lovelies,"Kikor, Tessa   Aaij, Studio",Paperback,1,Children's Books,http://www.periplus.com/p/9781835555323/lovelies?path=1_14,95000.0,95000.0,0.0
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,1,Children's Books,http://www.periplus.com/p/9780063203907/warriors-graphic-novel-the-prophecies-begin-part-two-of-three?path=1_14,318000.0,318000.0,0.0
Two Twisted Crowns,"Gillig, Rachel",Paperback,1,Children's Books,http://www.periplus.com/p/9780356519500/two-twisted-crowns?path=1_14,258000.0,258000.0,0.0
Apple Sound Book Fsc Mix Bluey,Pi Kids,Hardcover,1,Children's Books,http://www.periplus.com/p/9798384600398/apple-sound-book-fsc-mix-bluey?path=1_14,315000.0,315000.0,0.0
Unicorn Academy: Meet the Unicorn Riders: Sticker ...,"Academy, Unicorn",Paperback,1,Children's Books,http://www.periplus.com/p/9781805135685/unicorn-academy-meet-the-unicorn-riders-sticker-activity-book?path=1_14,135000.0,135000.0,0.0
Thomas All Engines Go Read & Doodle,Phidal Publishing Inc.,Paperback,1,Children's Books,http://www.periplus.com/p/9782764356739/thomas-all-engines-go-read-and-doodle?path=1_14,265000.0,265000.0,0.0
Jr Kaleidoscope Colouring Kit Sweet Treats,Hinkler Books,Paperback,1,Children's Books,http://www.periplus.com/p/9781488964305/jr-kaleidoscope-colouring-kit-sweet-treats?path=1_14,175000.0,175000.0,0.0
Bluey: Taxi,Bluey,Paperback,1,Children's Books,http://www.periplus.com/p/9780241728659/bluey-taxi?path=1_14,160000.0,160000.0,0.0
Pets Sound Book,"Taplin, Sam",Board Books,1,Children's Books,http://www.periplus.com/p/9781474994699/pets-sound-book?path=1_14,345000.0,345000.0,0.0
The World's Worst Superheroes,"Walliams, David",Paperback,1,Children's Books,http://www.periplus.com/p/9780008604141/the-world-s-worst-superheroes?path=1_14,295000.0,295000.0,0.0
Dork Diaries: Frenemies Forever,"Russell, Rachel Renee",Paperback,1,Children's Books,http://www.periplus.com/p/9781398527652/dork-diaries-frenemies-forever?path=1_14,171000.0,214000.0,20.0
Eyewonder Dinosaurs,DK,Hardcover,1,Children's Books,http://www.periplus.com/p/9780241732267/eyewonder-dinosaurs?path=1_14,215000.0,215000.0,0.0
Cozy World Comfy Kitchen: Easy Colouring and Sticker...,"Ren, Kiku",Paperback,1,Children's Books,http://www.periplus.com/p/9781836161608/cozy-world-comfy-kitchen-easy-colouring-and-sticker-scene-for-teens-young-adults-and-adults?path=1_14,168000.0,168000.0,0.0
Diary of a Wimpy Kid (Book 1),"Kinney, Jeff",Hardcover,1,Children's Books,http://www.periplus.com/p/9780241777473/diary-of-a-wimpy-kid-book-1?path=1_14,378000.0,378000.0,0.0
Where's Stitch?,Walt Disney,Paperback,1,Children's Books,http://www.periplus.com/p/9781835870266/where-s-stitch?path=1_14,180000.0,180000.0,0.0
Peppa Pig: Peppa’s Dinosaur Adventure: Magnet Book...,Peppa Pig,Hardcover,1,Children's Books,http://www.periplus.com/p/9780241723425/peppa-pig-peppa-s-dinosaur-adventure-magnet-book?path=1_14,230000.0,230000.0,0.0
Bluey: Super Stickers,Bluey,Paperback,1,Children's Books,http://www.periplus.com/p/9780241605141/bluey-super-stickers?path=1_14,225000.0,225000.0,0.0
Peekaboo: Zoo: (An Interactive Board Book for Babies...,-,Board Books,1,Children's Books,http://www.periplus.com/p/9781536241433/peekaboo-zoo-an-interactive-board-book-for-babies-and-toddlers-with-mirror-and-sliders-to-push-pull-or-turn-cute-zoo-animal-artwork-includes-a-rhino?path=1_14,175000.0,175000.0,0.0
Unicorn Academy: Colouring Book,"Academy, Unicorn",Paperback,1,Children's Books,http://www.periplus.com/p/9781805135692/unicorn-academy-colouring-book?path=1_14,135000.0,135000.0,0.0
Cozy Friends: Coloring Book for Adults and Kids,Coco Wyo,Paperback,1,Children's Books,http://www.periplus.com/p/9798217232772/cozy-friends-coloring-book-for-adults-and-kids?path=1_14,195000.0,195000.0,0.0
Match Annual 2026,Match,Hardcover,1,Children's Books,http://www.periplus.com/p/9781035041107/match-annual-2026?path=1_14,248000.0,248000.0,0.0
Dork Diaries Full-Colour Edition,"Russell, Rachel Renee",Hardcover,1,Children's Books,http://www.periplus.com/p/9781398557840/dork-diaries-full-colour-edition?path=1_14,289000.0,289000.0,0.0
Learn with Peppa: People Who Help Us Sticker activity...,Peppa Pig,Paperback,1,Children's Books,http://www.periplus.com/p/9780241717615/learn-with-peppa-people-who-help-us-sticker-activity-book?path=1_14,113000.0,113000.0,0.0
I Hope This Doesn't Find You,"Liang, Ann",Paperback,1,Children's Books,http://www.periplus.com/p/9780702324321/i-hope-this-doesn-t-find-you?path=1_14,235000.0,235000.0,0.0
We Fell Apart,"Lockhart, E.",Paperback,1,Children's Books,http://www.periplus.com/p/9781471419683/we-fell-apart?path=1_14,104300.0,198000.0,47.0
This Woven Kingdom,"Mafi, Tahereh",Paperback,1,Children's Books,http://www.periplus.com/p/9780062972453/this-woven-kingdom?path=1_14,316000.0,410000.0,23.0
Hermione Granger,"Rowling, J.K.",Hardcover,1,Children's Books,http://www.periplus.com/p/9781526674029/hermione-granger?path=1_14,198000.0,198000.0,0.0
Little Music Note 6-Button Plus Gabby's Dollhouse,Pi Kids,Board Books,1,Children's Books,http://www.periplus.com/p/9781503774681/little-music-note-6-button-plus-gabby-s-dollhouse?path=1_14,267000.0,267000.0,0.0
Cuties,"Berg, Caro Van Den",Paperback,1,Children's Books,http://www.periplus.com/p/9781835555316/cuties?path=1_14,80750.0,95000.0,15.0
Sticker Search: Airport,"Channing, Margot",Paperback,1,Children's Books,http://www.periplus.com/p/9781835872178/sticker-search-airport?path=1_14,128000.0,128000.0,0.0
Peppa Pig: Peppa's Playgroup Friends Jigsaw Book,Peppa Pig,Board Books,1,Children's Books,http://www.periplus.com/p/9780241759240/peppa-pig-peppa-s-playgroup-friends-jigsaw-book?path=1_14,181000.0,181000.0,0.0
"Good Night, Miffy","Bruna, Dick",Board Books,1,Children's Books,http://www.periplus.com/p/9798890192332/good-night-miffy?path=1_14,171000.0,171000.0,0.0
Percy Jackson and the Olympians: Wrath of the Triple...,Rick Riordan,Paperback,1,Children's Books,http://www.periplus.com/p/9781368113946/percy-jackson-and-the-olympians-wrath-of-the-triple-goddess-international-edition?path=1_14,260000.0,260000.0,0.0
AI for Small Business: From Marketing and Sales to...,"Pallen, Phil",Paperback,1,Computer & IT,http://www.periplus.com/p/9781507222911/ai-for-small-business-from-marketing-and-sales-to-hr-and-operations-how-to-employ-the-power-of-artificial-intelligence-for-small-business-success?path=1_15,336000.0,336000.0,0.0
Agentic Artificial Intelligence,Bornet Pascal,Paperback,1,Computer & IT,http://www.periplus.com/p/9789819816224/agentic-artificial-intelligence?path=1_15,450000.0,450000.0,0.0
The Amazing Generation :,"Price, Catherine",Paperback,1,Computer & IT,http://www.periplus.com/p/9780241806586/the-amazing-generation?path=1_15,245000.0,245000.0,0.0
Rosalina's Storybook,-,Hardcover,1,Computer & IT,http://www.periplus.com/p/9781506754901/rosalina-s-storybook?path=1_15,498000.0,498000.0,0.0
"The Year in Tech, 2026: The Insights You Need from...","Review, Harvard Business",Paperback,1,Computer & IT,http://www.periplus.com/p/9798892791977/the-year-in-tech-2026-the-insights-you-need-from-harvard-business-review?path=1_15,425000.0,425000.0,0.0
The Complete Guide to Drawing Manga & Anime: A Comprehensive...,"Date, Naoto",Paperback,1,Computer & IT,http://www.periplus.com/p/9784805317662/the-complete-guide-to-drawing-manga-and-anime-a-comprehensive-13-week-art-course-with-65-clear-and-easy-daily-lessons?path=1_15,328000.0,328000.0,0.0
All New Official Minecraft Combat Handbook,Mojang AB,Hardcover,1,Computer & IT,http://www.periplus.com/p/9780755500420/all-new-official-minecraft-combat-handbook?path=1_15,225000.0,225000.0,0.0
